% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S1,665,45,75,74,0.01,0,slowBody
tcp,OTH,60,1104,56,56,0,0,slowBody
tcp,S1,148,155,100,100,0,0,slowBody
tcp,S1,222,661,100,100,0,0,slowBody
tcp,S1,296,257,100,100,0,0,slowBody
tcp,S1,786,188,100,100,0,0,slowBody
tcp,S1,652,52,75,74,0.01,0,slowBody
tcp,RSTO,1132,171,100,100,0,0,slowBody
tcp,S1,370,312,100,100,0,0,slowBody
tcp,OTH,60,674,47,47,0,0,slowBody
tcp,S1,74,424,100,100,0,0,slowBody
tcp,S1,370,134,100,100,0,0,slowBody
tcp,S1,548,536,89,89,0,0,slowBody
tcp,S1,370,498,100,100,0,0,slowBody
tcp,S1,296,100,100,100,0,0,slowBody
tcp,OTH,60,1025,49,49,0,0,slowBody
tcp,OTH,60,519,69,69,0,0,slowBody
tcp,S1,370,117,100,100,0,0,slowBody
tcp,S1,370,597,100,100,0,0,slowBody
tcp,S1,370,205,100,100,0,0,slowBody
tcp,S1,296,362,100,100,0,0,slowBody
tcp,S1,780,158,100,100,0,0,slowBody
tcp,S1,296,316,100,100,0,0,slowBody
tcp,S1,296,790,100,100,0,0,slowBody
tcp,OTH,66,489,86,86,0,0,slowBody
tcp,OTH,66,568,79,79,0,0,slowBody
tcp,S1,296,217,100,100,0,0,slowBody
tcp,S1,74,319,100,100,0,0,slowBody
tcp,S1,370,45,100,100,0,0,slowBody
tcp,S1,370,537,99,99,0,0,slowBody
tcp,S1,148,468,100,100,0,0,slowBody
tcp,OTH,60,915,42,42,0,0,slowBody
tcp,OTH,81,234,50,50,0,0,slowBody
tcp,S1,370,239,100,100,0,0,slowBody
tcp,S1,296,232,100,100,0,0,slowBody
tcp,OTH,60,900,27,27,0,0,slowBody
tcp,S1,548,657,100,100,0,0,slowBody
tcp,S1,296,378,100,100,0,0,slowBody
tcp,S2,5090,300,100,100,0,0,slowBody
tcp,S1,296,319,100,100,0,0,slowBody
tcp,S1,626,16,64,63,0.02,0,slowBody
tcp,OTH,60,823,48,48,0,0,slowBody
tcp,S1,296,20,21,21,0,0,slowBody
tcp,RSTO,1146,156,100,100,0,0,slowBody
tcp,OTH,54,4,7,7,0,0,slowBody
tcp,S1,660,67,83,82,0.01,0,slowBody
tcp,S1,648,516,100,100,0,0,slowBody
tcp,RSTO,1145,37,62,62,0,0,slowBody
tcp,OTH,60,642,67,67,0,0,slowBody
tcp,S1,296,41,100,100,0,0,slowBody
tcp,OTH,525,7,7,7,0,0,slowBody
tcp,OTH,60,698,48,48,0,0,slowBody
tcp,S1,640,176,100,100,0,0,slowBody
tcp,OTH,60,740,27,27,0,0,slowBody
tcp,RSTO,1115,162,100,100,0,0,slowBody
tcp,S1,296,405,100,100,0,0,slowBody
tcp,S1,370,563,100,100,0,0,slowBody
tcp,RSTO,1170,406,100,100,0,0,slowBody
tcp,OTH,60,745,30,30,0,0,slowBody
tcp,RSTO,1085,66,87,87,0,0,slowBody
tcp,OTH,66,593,90,90,0,0,slowBody
tcp,OTH,66,620,92,92,0,0,slowBody
tcp,S1,370,427,100,100,0,0,slowBody
tcp,RSTO,1160,6,21,21,0,0,slowBody
tcp,S1,296,340,100,100,0,0,slowBody
tcp,OTH,60,876,48,48,0,0,slowBody
tcp,S1,370,664,100,100,0,0,slowBody
tcp,OTH,336,1,66,66,0,0,slowBody
tcp,OTH,60,759,27,27,0,0,slowBody
tcp,S1,370,215,100,100,0,0,slowBody
tcp,S1,770,134,100,100,0,0,slowBody
tcp,S1,370,313,99,99,0,0,slowBody
tcp,S1,296,49,100,100,0,0,slowBody
tcp,S1,74,301,100,100,0,0,slowBody
tcp,S1,296,298,100,100,0,0,slowBody
tcp,S1,370,307,100,100,0,0,slowBody
tcp,RSTO,1056,21,65,65,0,0,slowBody
tcp,S1,370,274,100,100,0,0,slowBody
tcp,RSTO,1169,404,100,100,0,0,slowBody
tcp,OTH,66,332,73,73,0,0,slowBody
tcp,S1,296,667,100,100,0,0,slowBody
tcp,S1,296,394,100,100,0,0,slowBody
tcp,RSTO,1127,98,100,100,0,0,slowBody
tcp,S1,148,50,85,84,0.01,0,slowBody
tcp,OTH,116,79,50,50,0,0,slowBody
tcp,S1,370,266,100,100,0,0,slowBody
tcp,S1,148,457,100,100,0,0,slowBody
tcp,OTH,104,30,34,34,0,0,slowBody
tcp,OTH,60,1007,53,53,0,0,slowBody
tcp,OTH,60,727,45,45,0,0,slowBody
tcp,S1,370,14,100,100,0,0,slowBody
tcp,S1,370,570,99,99,0,0,slowBody
tcp,S1,370,682,100,100,0,0,slowBody
tcp,S1,148,425,100,100,0,0,slowBody
tcp,S1,370,213,100,100,0,0,slowBody
tcp,S1,370,382,100,100,0,0,slowBody
tcp,OTH,86,49,53,53,0,0,slowBody
tcp,S1,296,654,100,100,0,0,slowBody
tcp,S1,370,318,100,100,0,0,slowBody
tcp,OTH,566,2,8,8,0,0,slowBody
tcp,OTH,111,179,50,50,0,0,slowBody
tcp,OTH,113,241,50,50,0,0,slowBody
tcp,OTH,176,41,49,49,0,0,slowBody
tcp,S1,222,959,100,100,0,0,slowBody
tcp,OTH,60,771,42,42,0,0,slowBody
tcp,OTH,100,148,50,50,0,0,slowBody
tcp,RSTO,1124,6,31,30,0.03,0,slowBody
tcp,OTH,66,382,85,85,0,0,slowBody
tcp,S1,370,375,100,100,0,0,slowBody
tcp,S1,296,27,100,100,0,0,slowBody
tcp,OTH,129,53,51,51,0,0,slowBody
tcp,S1,370,253,100,100,0,0,slowBody
tcp,S1,370,187,100,100,0,0,slowBody
tcp,S1,665,533,94,94,0,0,slowBody
tcp,S1,370,502,99,99,0,0,slowBody
tcp,OTH,95,47,54,54,0,0,slowBody
tcp,RSTO,997,333,99,99,0,0,slowBody
tcp,OTH,628,0,0,0,0,0,slowBody
tcp,S1,222,738,100,100,0,0,slowBody
tcp,S1,296,235,100,100,0,0,slowBody
tcp,S1,370,668,100,100,0,0,slowBody
tcp,OTH,60,715,50,50,0,0,slowBody
tcp,OTH,66,372,90,90,0,0,slowBody
tcp,S1,370,480,100,100,0,0,slowBody
tcp,OTH,66,436,88,88,0,0,slowBody
tcp,OTH,119,114,50,50,0,0,slowBody
tcp,RSTO,1148,75,89,89,0,0,slowBody
tcp,OTH,90,52,50,50,0,0,slowBody
tcp,S1,74,96,96,95,0.01,0,slowBody
tcp,S1,74,409,100,100,0,0,slowBody
tcp,S1,370,311,100,100,0,0,slowBody
tcp,S1,745,525,100,100,0,0,slowBody
tcp,OTH,60,686,49,49,0,0,slowBody
tcp,S1,643,180,100,100,0,0,slowBody
tcp,OTH,60,1049,49,49,0,0,slowBody
tcp,S1,370,272,100,100,0,0,slowBody
tcp,S1,370,623,100,100,0,0,slowBody
tcp,S1,370,210,99,99,0,0,slowBody
tcp,RSTO,1141,378,100,100,0,0,slowBody
tcp,S1,296,443,100,100,0,0,slowBody
tcp,S1,631,175,100,100,0,0,slowBody
tcp,OTH,262,8,29,29,0,0,slowBody
tcp,S1,296,608,100,100,0,0,slowBody
tcp,S1,370,615,100,100,0,0,slowBody
tcp,OTH,116,270,50,50,0,0,slowBody
tcp,S1,222,634,100,100,0,0,slowBody
tcp,S1,148,93,99,98,0.01,0,slowBody
tcp,S1,74,261,100,100,0,0,slowBody
tcp,OTH,84,264,50,50,0,0,slowBody
tcp,OTH,114,10,22,22,0,0,slowBody
tcp,OTH,60,645,55,55,0,0,slowBody
tcp,S1,370,358,100,100,0,0,slowBody
tcp,S1,370,546,100,100,0,0,slowBody
tcp,OTH,185,178,100,100,0,0,slowBody
tcp,S1,296,354,100,100,0,0,slowBody
tcp,S1,296,382,100,100,0,0,slowBody
tcp,S1,296,1,1,1,0,0,slowBody
tcp,S1,222,951,100,100,0,0,slowBody
tcp,RSTO,1075,73,88,88,0,0,slowBody
tcp,OTH,84,151,50,50,0,0,slowBody
tcp,RSTO,1169,373,100,100,0,0,slowBody
tcp,S1,296,89,100,100,0,0,slowBody
tcp,S1,296,691,100,100,0,0,slowBody
tcp,OTH,60,10,61,61,0,0,slowBody
tcp,OTH,66,569,89,89,0,0,slowBody
tcp,OTH,86,247,50,50,0,0,slowBody
tcp,OTH,119,271,50,50,0,0,slowBody
tcp,S1,296,10,100,100,0,0,slowBody
tcp,S1,296,494,100,100,0,0,slowBody
tcp,S1,296,610,100,100,0,0,slowBody
tcp,S1,74,151,100,100,0,0,slowBody
tcp,OTH,60,1048,49,49,0,0,slowBody
tcp,S1,296,651,100,100,0,0,slowBody
tcp,S1,222,961,100,100,0,0,slowBody
tcp,S1,74,188,100,100,0,0,slowBody
tcp,S1,370,412,100,100,0,0,slowBody
tcp,S1,296,169,100,100,0,0,slowBody
tcp,S1,148,113,100,100,0,0,slowBody
tcp,S1,296,451,100,100,0,0,slowBody
tcp,OTH,60,986,53,53,0,0,slowBody
tcp,RSTO,2978,199,100,100,0,0,slowBody
tcp,S1,296,71,100,100,0,0,slowBody
tcp,S1,148,382,100,100,0,0,slowBody
tcp,OTH,106,171,50,50,0,0,slowBody
tcp,OTH,122,256,50,50,0,0,slowBody
tcp,S1,548,514,100,100,0,0,slowBody
tcp,S1,296,209,100,100,0,0,slowBody
tcp,S1,148,676,100,100,0,0,slowBody
tcp,OTH,60,937,48,48,0,0,slowBody
tcp,S1,370,359,100,100,0,0,slowBody
tcp,S1,370,267,100,100,0,0,slowBody
tcp,OTH,173,80,88,88,0,0,slowBody
tcp,S1,2934,33,100,100,0,0,slowBody
tcp,S1,148,162,100,100,0,0,slowBody
tcp,S1,370,416,100,100,0,0,slowBody
tcp,OTH,60,848,39,39,0,0,slowBody
tcp,OTH,162,28,36,36,0,0,slowBody
tcp,OTH,101,217,50,50,0,0,slowBody
tcp,S1,296,624,100,100,0,0,slowBody
tcp,S1,296,400,100,100,0,0,slowBody
tcp,OTH,100,206,50,50,0,0,slowBody
tcp,OTH,575,4,10,10,0,0,slowBody
tcp,RSTO,1154,511,100,100,0,0,slowBody
tcp,OTH,108,59,50,50,0,0,slowBody
tcp,RSTO,1129,703,100,100,0,0,slowBody
tcp,S1,296,628,100,100,0,0,slowBody
tcp,S1,296,228,100,100,0,0,slowBody
tcp,S1,148,41,82,81,0.01,0,slowBody
tcp,S1,296,95,100,100,0,0,slowBody
tcp,S1,296,177,100,100,0,0,slowBody
tcp,OTH,60,687,57,57,0,0,slowBody
tcp,S1,665,112,100,100,0,0,slowBody
tcp,S2,3981,237,100,100,0,0,slowBody
tcp,OTH,60,949,45,45,0,0,slowBody
tcp,OTH,200,215,100,100,0,0,slowBody
tcp,S1,296,158,100,100,0,0,slowBody
tcp,RSTO,1092,193,100,100,0,0,slowBody
tcp,S1,370,582,99,99,0,0,slowBody
tcp,S1,735,170,100,100,0,0,slowBody
tcp,S1,370,330,100,100,0,0,slowBody
tcp,OTH,60,1024,49,49,0,0,slowBody
tcp,S1,370,122,100,100,0,0,slowBody
tcp,S1,370,388,100,100,0,0,slowBody
tcp,S1,370,267,100,100,0,0,slowBody
tcp,S1,148,105,100,100,0,0,slowBody
tcp,S1,370,427,100,100,0,0,slowBody
tcp,RSTO,897,146,99,99,0,0,slowBody
tcp,OTH,60,736,47,47,0,0,slowBody
tcp,S1,370,336,100,100,0,0,slowBody
tcp,OTH,66,380,89,89,0,0,slowBody
tcp,S1,370,422,100,100,0,0,slowBody
tcp,OTH,60,914,34,34,0,0,slowBody
tcp,OTH,108,233,50,50,0,0,slowBody
tcp,S1,370,554,100,100,0,0,slowBody
tcp,RSTO,1176,28,43,43,0,0,slowBody
tcp,S1,370,332,100,100,0,0,slowBody
tcp,S1,748,205,100,100,0,0,slowBody
tcp,S1,296,72,100,100,0,0,slowBody
tcp,S1,662,99,98,98,0,0,slowBody
tcp,OTH,60,989,45,45,0,0,slowBody
tcp,OTH,60,714,50,50,0,0,slowBody
tcp,S1,296,120,100,100,0,0,slowBody
tcp,S1,370,447,100,100,0,0,slowBody
tcp,OTH,60,961,47,47,0,0,slowBody
tcp,S1,655,182,100,100,0,0,slowBody
tcp,S1,296,52,100,100,0,0,slowBody
tcp,S1,296,599,100,100,0,0,slowBody
tcp,RSTO,1126,384,100,100,0,0,slowBody
tcp,OTH,60,396,84,84,0,0,slowBody
tcp,OTH,94,231,50,50,0,0,slowBody
tcp,OTH,81,126,50,50,0,0,slowBody
tcp,S1,370,455,100,100,0,0,slowBody
tcp,RSTO,1082,132,100,100,0,0,slowBody
tcp,S1,370,321,100,100,0,0,slowBody
tcp,S1,296,282,100,100,0,0,slowBody
tcp,S1,222,747,100,100,0,0,slowBody
tcp,OTH,82,149,50,50,0,0,slowBody
tcp,S1,222,1026,100,100,0,0,slowBody
tcp,S1,74,307,100,100,0,0,slowBody
tcp,S1,148,653,100,100,0,0,slowBody
tcp,S1,296,413,100,100,0,0,slowBody
tcp,RSTO,1132,374,100,100,0,0,slowBody
tcp,S1,370,407,100,100,0,0,slowBody
tcp,S1,296,205,100,100,0,0,slowBody
tcp,S1,222,480,100,100,0,0,slowBody
tcp,RSTO,911,348,100,100,0,0,slowBody
tcp,OTH,123,97,50,50,0,0,slowBody
tcp,S1,296,943,100,100,0,0,slowBody
tcp,S1,370,330,99,99,0,0,slowBody
tcp,S1,296,225,100,100,0,0,slowBody
tcp,OTH,60,679,51,51,0,0,slowBody
tcp,RSTO,1165,178,100,100,0,0,slowBody
tcp,OTH,60,370,87,87,0,0,slowBody
tcp,S1,370,275,99,99,0,0,slowBody
tcp,OTH,66,313,65,65,0,0,slowBody
tcp,OTH,66,602,91,91,0,0,slowBody
tcp,S1,296,230,100,100,0,0,slowBody
tcp,OTH,66,6,10,10,0,0,slowBody
tcp,OTH,117,97,50,50,0,0,slowBody
tcp,S1,296,147,100,100,0,0,slowBody
tcp,S1,222,474,100,100,0,0,slowBody
tcp,S1,296,402,100,100,0,0,slowBody
tcp,OTH,66,381,89,89,0,0,slowBody
tcp,S1,148,290,100,100,0,0,slowBody
tcp,OTH,60,746,23,23,0,0,slowBody
tcp,OTH,112,39,53,53,0,0,slowBody
tcp,S1,296,614,100,100,0,0,slowBody
tcp,S1,370,420,100,100,0,0,slowBody
tcp,S1,296,292,100,100,0,0,slowBody
tcp,S1,370,349,100,100,0,0,slowBody
tcp,S1,148,571,100,100,0,0,slowBody
tcp,OTH,60,1019,54,54,0,0,slowBody
tcp,S1,222,864,100,100,0,0,slowBody
tcp,S1,642,518,100,100,0,0,slowBody
tcp,S1,370,73,100,100,0,0,slowBody
tcp,S1,296,174,100,100,0,0,slowBody
tcp,OTH,92,256,50,50,0,0,slowBody
tcp,OTH,66,567,76,76,0,0,slowBody
tcp,S1,296,605,100,100,0,0,slowBody
tcp,S1,3512,675,100,100,0,0,slowBody
tcp,S1,296,331,100,100,0,0,slowBody
tcp,RSTO,994,331,99,99,0,0,slowBody
tcp,S1,296,102,100,100,0,0,slowBody
tcp,OTH,85,25,53,53,0,0,slowBody
tcp,S1,222,538,100,100,0,0,slowBody
tcp,OTH,60,652,84,84,0,0,slowBody
tcp,S1,296,523,100,100,0,0,slowBody
tcp,RSTO,1166,3,28,27,0.04,0,slowBody
tcp,S1,296,112,100,100,0,0,slowBody
tcp,S1,148,387,100,100,0,0,slowBody
tcp,OTH,60,964,46,46,0,0,slowBody
tcp,RSTO,1093,69,87,87,0,0,slowBody
tcp,OTH,96,255,50,50,0,0,slowBody
tcp,OTH,60,1075,51,51,0,0,slowBody
tcp,OTH,100,68,50,50,0,0,slowBody
tcp,S1,370,549,100,100,0,0,slowBody
tcp,S1,370,626,100,100,0,0,slowBody
tcp,S1,296,147,100,100,0,0,slowBody
tcp,S1,148,430,100,100,0,0,slowBody
tcp,S1,657,189,100,100,0,0,slowBody
tcp,S1,296,252,100,100,0,0,slowBody
tcp,S1,296,749,100,100,0,0,slowBody
tcp,RSTO,1232,396,100,100,0,0,slowBody
tcp,S1,296,464,100,100,0,0,slowBody
tcp,RSTO,1223,363,100,100,0,0,slowBody
tcp,RSTO,1157,7,32,31,0.03,0,slowBody
tcp,S1,296,234,100,100,0,0,slowBody
tcp,S1,148,229,100,100,0,0,slowBody
tcp,S1,222,979,100,100,0,0,slowBody
tcp,OTH,91,126,50,50,0,0,slowBody
tcp,S1,222,943,100,100,0,0,slowBody
tcp,S1,370,307,100,100,0,0,slowBody
tcp,S1,296,12,100,100,0,0,slowBody
tcp,OTH,105,63,50,50,0,0,slowBody
tcp,S1,370,339,100,100,0,0,slowBody
tcp,OTH,70,173,50,50,0,0,slowBody
tcp,S1,296,968,100,100,0,0,slowBody
tcp,RSTO,4033,341,100,100,0,0,slowBody
tcp,S1,760,179,100,100,0,0,slowBody
tcp,OTH,260,4,4,4,0,0,slowBody
tcp,S1,370,65,100,100,0,0,slowBody
tcp,OTH,66,298,57,57,0,0,slowBody
tcp,S1,370,458,100,100,0,0,slowBody
tcp,S1,148,341,100,100,0,0,slowBody
tcp,S1,296,642,100,100,0,0,slowBody
tcp,S1,370,63,100,100,0,0,slowBody
tcp,OTH,60,953,47,47,0,0,slowBody
tcp,S1,370,348,100,100,0,0,slowBody
tcp,S1,296,570,100,100,0,0,slowBody
tcp,OTH,60,411,80,80,0,0,slowBody
tcp,OTH,100,275,50,50,0,0,slowBody
tcp,S1,296,661,100,100,0,0,slowBody
tcp,S1,74,324,100,100,0,0,slowBody
tcp,RSTO,1165,30,55,55,0,0,slowBody
tcp,OTH,81,148,50,50,0,0,slowBody
tcp,S1,296,481,100,100,0,0,slowBody
tcp,S1,148,124,100,100,0,0,slowBody
tcp,OTH,93,281,50,50,0,0,slowBody
tcp,S2,4710,610,100,100,0,0,slowBody
tcp,OTH,144,90,98,98,0,0,slowBody
tcp,RSTO,1157,38,63,63,0,0,slowBody
tcp,RSTO,1082,52,81,81,0,0,slowBody
tcp,RSTO,1172,143,100,100,0,0,slowBody
tcp,S1,370,223,100,100,0,0,slowBody
tcp,S1,370,281,100,100,0,0,slowBody
tcp,S1,296,453,100,100,0,0,slowBody
tcp,RSTO,1135,102,100,100,0,0,slowBody
tcp,OTH,66,429,89,89,0,0,slowBody
tcp,OTH,83,147,50,50,0,0,slowBody
tcp,OTH,66,562,73,73,0,0,slowBody
tcp,S1,370,250,100,100,0,0,slowBody
tcp,S1,370,453,100,100,0,0,slowBody
tcp,S1,548,498,89,89,0,0,slowBody
tcp,S1,296,498,100,100,0,0,slowBody
tcp,RSTO,1104,41,75,75,0,0,slowBody
tcp,S1,370,239,100,100,0,0,slowBody
tcp,OTH,105,51,50,50,0,0,slowBody
tcp,OTH,66,595,90,90,0,0,slowBody
tcp,S1,370,28,100,100,0,0,slowBody
tcp,S1,370,306,100,100,0,0,slowBody
tcp,S1,148,47,100,100,0,0,slowBody
tcp,S1,296,642,100,100,0,0,slowBody
tcp,S1,296,106,100,100,0,0,slowBody
tcp,S1,370,591,100,100,0,0,slowBody
tcp,S1,296,337,100,100,0,0,slowBody
tcp,S1,548,525,100,100,0,0,slowBody
tcp,S2,1501,140,100,100,0,0,slowBody
tcp,S1,296,78,100,100,0,0,slowBody
tcp,S2,1353,141,100,100,0,0,slowBody
tcp,OTH,60,1138,54,54,0,0,slowBody
tcp,OTH,60,380,90,90,0,0,slowBody
tcp,S1,296,458,100,100,0,0,slowBody
tcp,OTH,66,488,86,86,0,0,slowBody
tcp,OTH,116,244,50,50,0,0,slowBody
tcp,S1,370,98,100,100,0,0,slowBody
tcp,S1,148,278,100,100,0,0,slowBody
tcp,S1,296,800,100,100,0,0,slowBody
tcp,S1,296,936,100,100,0,0,slowBody
tcp,OTH,60,742,27,27,0,0,slowBody
tcp,OTH,60,2,30,30,0,0,slowBody
tcp,OTH,92,160,50,50,0,0,slowBody
tcp,S1,370,260,100,100,0,0,slowBody
tcp,OTH,60,743,44,44,0,0,slowBody
tcp,OTH,201,187,100,100,0,0,slowBody
tcp,RSTO,1121,93,97,96,0.01,0,slowBody
tcp,S1,370,68,100,100,0,0,slowBody
tcp,S1,370,466,100,100,0,0,slowBody
tcp,OTH,60,948,50,50,0,0,slowBody
tcp,OTH,118,207,50,50,0,0,slowBody
tcp,S2,4039,228,100,100,0,0,slowBody
tcp,OTH,66,610,92,92,0,0,slowBody
tcp,S1,222,701,100,100,0,0,slowBody
tcp,S1,296,617,100,100,0,0,slowBody
tcp,S1,296,980,100,100,0,0,slowBody
tcp,OTH,60,883,20,20,0,0,slowBody
tcp,OTH,100,37,53,53,0,0,slowBody
tcp,S1,296,115,100,100,0,0,slowBody
tcp,S1,370,737,100,100,0,0,slowBody
tcp,S1,370,321,100,100,0,0,slowBody
tcp,S1,74,747,100,100,0,0,slowBody
tcp,OTH,60,882,24,24,0,0,slowBody
tcp,OTH,84,28,40,40,0,0,slowBody
tcp,S1,370,217,100,100,0,0,slowBody
tcp,OTH,260,3,6,6,0,0,slowBody
tcp,S1,296,72,100,100,0,0,slowBody
tcp,S1,222,274,100,100,0,0,slowBody
tcp,RSTO,3999,233,100,100,0,0,slowBody
tcp,S1,296,612,100,100,0,0,slowBody
tcp,OTH,60,871,48,48,0,0,slowBody
tcp,S1,148,206,100,100,0,0,slowHeaders
tcp,S1,74,308,100,100,0,0,slowHeaders
tcp,S1,370,251,100,100,0,0,slowHeaders
tcp,OTH,60,733,49,49,0,0,slowHeaders
tcp,OTH,66,517,100,100,0,0,slowHeaders
tcp,S1,400,706,99,99,0,0,slowHeaders
tcp,S1,370,232,100,100,0,0,slowHeaders
tcp,S1,370,537,100,100,0,0,slowHeaders
tcp,S1,222,627,100,100,0,0,slowHeaders
tcp,RSTO,980,241,100,100,0,0,slowHeaders
tcp,OTH,118,223,50,50,0,0,slowHeaders
tcp,S1,370,20,100,100,0,0,slowHeaders
tcp,RSTO,1070,117,100,100,0,0,slowHeaders
tcp,RSTO,1049,449,100,100,0,0,slowHeaders
tcp,OTH,60,653,46,46,0,0,slowHeaders
tcp,S1,370,148,100,100,0,0,slowHeaders
tcp,RSTO,963,38,63,63,0,0,slowHeaders
tcp,OTH,60,1066,50,50,0,0,slowHeaders
tcp,RSTO,914,153,100,100,0,0,slowHeaders
tcp,S1,370,334,100,100,0,0,slowHeaders
tcp,S1,370,313,100,100,0,0,slowHeaders
tcp,S1,222,618,100,100,0,0,slowHeaders
tcp,OTH,66,502,84,84,0,0,slowHeaders
tcp,OTH,60,788,50,50,0,0,slowHeaders
tcp,S1,370,93,100,100,0,0,slowHeaders
tcp,S1,665,178,100,100,0,0,slowHeaders
tcp,S1,370,659,100,100,0,0,slowHeaders
tcp,S1,370,209,99,99,0,0,slowHeaders
tcp,OTH,60,971,48,48,0,0,slowHeaders
tcp,OTH,66,427,84,84,0,0,slowHeaders
tcp,OTH,99,158,50,50,0,0,slowHeaders
tcp,S2,2722,309,100,100,0,0,slowHeaders
tcp,S1,763,711,100,100,0,0,slowHeaders
tcp,OTH,111,164,50,50,0,0,slowHeaders
tcp,S1,370,154,100,100,0,0,slowHeaders
tcp,S1,370,510,100,100,0,0,slowHeaders
tcp,S1,370,201,100,100,0,0,slowHeaders
tcp,RSTO,1072,141,99,99,0,0,slowHeaders
tcp,OTH,503,1,20,20,0,0,slowHeaders
tcp,RSTO,970,240,100,100,0,0,slowHeaders
tcp,OTH,60,1073,50,50,0,0,slowHeaders
tcp,OTH,60,682,44,44,0,0,slowHeaders
tcp,S1,400,141,99,99,0,0,slowHeaders
tcp,S1,370,506,100,100,0,0,slowHeaders
tcp,S1,766,373,100,100,0,0,slowHeaders
tcp,S1,370,330,100,100,0,0,slowHeaders
tcp,RSTO,1076,7,8,8,0,0,slowHeaders
tcp,OTH,60,671,43,43,0,0,slowHeaders
tcp,OTH,99,114,50,50,0,0,slowHeaders
tcp,S1,222,440,100,100,0,0,slowHeaders
tcp,S1,370,409,100,100,0,0,slowHeaders
tcp,S1,74,9,70,70,0,0,slowHeaders
tcp,OTH,66,450,80,80,0,0,slowHeaders
tcp,S1,370,80,100,100,0,0,slowHeaders
tcp,RSTO,965,15,16,16,0,0,slowHeaders
tcp,S1,370,521,100,100,0,0,slowHeaders
tcp,RSTO,1081,368,100,100,0,0,slowHeaders
tcp,S1,370,601,100,100,0,0,slowHeaders
tcp,S1,370,263,100,100,0,0,slowHeaders
tcp,S1,222,236,100,100,0,0,slowHeaders
tcp,S1,74,402,100,100,0,0,slowHeaders
tcp,S1,370,499,100,100,0,0,slowHeaders
tcp,RSTO,1019,119,100,100,0,0,slowHeaders
tcp,OTH,60,1012,43,43,0,0,slowHeaders
tcp,S1,222,596,100,100,0,0,slowHeaders
tcp,S1,665,143,100,100,0,0,slowHeaders
tcp,OTH,88,38,52,52,0,0,slowHeaders
tcp,S1,370,291,100,100,0,0,slowHeaders
tcp,RSTO,940,451,100,100,0,0,slowHeaders
tcp,OTH,60,633,75,75,0,0,slowHeaders
tcp,OTH,91,246,50,50,0,0,slowHeaders
tcp,S1,665,67,94,93,0.01,0,slowHeaders
tcp,S1,761,156,100,100,0,0,slowHeaders
tcp,S1,370,281,99,99,0,0,slowHeaders
tcp,OTH,66,329,71,71,0,0,slowHeaders
tcp,S1,370,424,100,100,0,0,slowHeaders
tcp,S1,296,670,100,100,0,0,slowHeaders
tcp,OTH,99,160,50,50,0,0,slowHeaders
tcp,OTH,60,873,51,51,0,0,slowHeaders
tcp,RSTO,953,110,100,100,0,0,slowHeaders
tcp,OTH,66,579,92,92,0,0,slowHeaders
tcp,S1,370,8,100,100,0,0,slowHeaders
tcp,OTH,66,497,100,100,0,0,slowHeaders
tcp,OTH,481,9,55,55,0,0,slowHeaders
tcp,OTH,126,151,50,50,0,0,slowHeaders
tcp,OTH,60,575,4,4,0,0,slowHeaders
tcp,OTH,105,158,50,50,0,0,slowHeaders
tcp,S1,400,65,93,92,0.01,0,slowHeaders
tcp,OTH,95,245,50,50,0,0,slowHeaders
tcp,RSTO,979,12,13,13,0,0,slowHeaders
tcp,S1,370,56,100,100,0,0,slowHeaders
tcp,OTH,122,137,50,50,0,0,slowHeaders
tcp,OTH,103,222,50,50,0,0,slowHeaders
tcp,S1,370,447,100,100,0,0,slowHeaders
tcp,S1,370,314,99,99,0,0,slowHeaders
tcp,RSTO,1122,26,71,70,0.01,0,slowHeaders
tcp,S1,665,146,100,100,0,0,slowHeaders
tcp,OTH,100,143,50,50,0,0,slowHeaders
tcp,OTH,60,652,45,45,0,0,slowHeaders
tcp,S1,296,524,99,99,0,0,slowHeaders
tcp,OTH,84,61,51,51,0,0,slowHeaders
tcp,OTH,66,518,100,100,0,0,slowHeaders
tcp,RSTO,825,13,47,47,0,0,slowHeaders
tcp,OTH,60,3,61,61,0,0,slowHeaders
tcp,OTH,98,279,50,50,0,0,slowHeaders
tcp,S1,370,142,100,100,0,0,slowHeaders
tcp,OTH,118,147,50,50,0,0,slowHeaders
tcp,S1,370,217,100,100,0,0,slowHeaders
