% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,16,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
RSTO,911,953,140,140,0,0,slowHeaders
S1,370,0,703,703,0,0,slowHeaders
S1,370,0,1587,1587,0,0,slowHeaders
S1,370,0,1338,1338,0,0,slowHeaders
S1,370,0,1424,1424,0,0,slowHeaders
S1,370,0,232,232,0,0,slowHeaders
S1,370,0,1886,1886,0,0,slowHeaders
S1,370,0,3016,3016,0,0,slowHeaders
S1,370,0,1380,1380,0,0,slowHeaders
S1,370,0,147,147,0,0,slowHeaders
S1,370,0,655,655,0,0,slowHeaders
S1,370,0,349,349,0,0,slowHeaders
S1,370,0,415,415,0,0,slowHeaders
S1,370,0,392,392,0,0,slowHeaders
SF,642,206,12,12,0,0,slowHeaders
S1,370,0,679,679,0,0,slowHeaders
S1,370,0,1982,1982,0,0,slowHeaders
S1,370,0,1387,1387,0,0,slowHeaders
S1,370,0,390,390,0,0,slowHeaders
S1,370,0,1602,1602,0,0,slowHeaders
S1,370,0,668,668,0,0,slowHeaders
S1,370,0,702,702,0,0,slowHeaders
S1,370,0,1813,1813,0,0,slowHeaders
S1,296,0,442,442,0,0,slowHeaders
S1,370,0,1277,1277,0,0,slowHeaders
S1,370,0,1808,1808,0,0,slowHeaders
S1,370,0,1730,1730,0,0,slowHeaders
RSTO,884,953,244,244,0,0,slowHeaders
S1,370,0,882,882,0,0,slowHeaders
S1,370,0,1335,1335,0,0,slowHeaders
RSTO,1094,953,242,242,0,0,slowHeaders
S1,370,0,1497,1497,0,0,slowHeaders
S1,370,0,1560,1560,0,0,slowHeaders
S1,370,0,336,336,0,0,slowHeaders
S1,370,0,2671,2671,0,0,slowHeaders
S1,370,0,1149,1149,0,0,slowHeaders
S1,370,0,461,461,0,0,slowHeaders
S1,370,0,746,746,0,0,slowHeaders
S1,370,0,1094,1094,0,0,slowHeaders
S1,370,0,669,669,0,0,slowHeaders
RSTO,992,953,156,156,0,0,slowHeaders
S1,370,0,1326,1326,0,0,slowHeaders
S1,370,0,631,631,0,0,slowHeaders
S1,370,0,1452,1452,0,0,slowHeaders
S1,370,0,535,535,0,0,slowHeaders
S1,370,0,1489,1489,0,0,slowHeaders
S1,370,0,1506,1506,0,0,slowHeaders
S1,370,0,2279,2279,0,0,slowHeaders
S1,370,0,1706,1706,0,0,slowHeaders
S1,370,0,319,319,0,0,slowHeaders
S1,370,0,582,582,0,0,slowHeaders
RSTO,903,953,45,45,0,0,slowHeaders
S1,296,0,690,690,0,0,slowHeaders
S1,370,0,599,599,0,0,slowHeaders
S1,370,0,611,611,0,0,slowHeaders
S1,370,0,805,805,0,0,slowHeaders
S1,370,0,795,795,0,0,slowHeaders
S1,370,0,854,854,0,0,slowHeaders
S1,370,0,1716,1716,0,0,slowHeaders
S1,370,0,458,458,0,0,slowHeaders
S1,370,0,2147,2147,0,0,slowHeaders
S1,370,0,1639,1639,0,0,slowHeaders
S1,370,0,778,778,0,0,slowHeaders
S1,370,0,1229,1229,0,0,slowHeaders
S1,370,0,1423,1423,0,0,slowHeaders
S1,370,0,2082,2082,0,0,slowHeaders
S1,370,0,1969,1969,0,0,slowHeaders
RSTO,972,953,150,150,0,0,slowHeaders
S1,370,0,358,358,0,0,slowHeaders
S1,370,0,608,608,0,0,slowHeaders
S1,370,0,337,337,0,0,slowHeaders
S1,370,0,3008,3008,0,0,slowHeaders
S1,370,0,474,474,0,0,slowHeaders
RSTO,915,953,217,217,0,0,slowHeaders
RSTO,1029,956,60,60,0,0,slowHeaders
S1,370,0,3110,3110,0,0,slowHeaders
RSTO,992,953,1706,1706,0,0,slowHeaders
RSTO,1045,956,138,138,0,0,slowHeaders
S1,370,0,1300,1300,0,0,slowHeaders
S1,370,0,1927,1927,0,0,slowHeaders
S1,370,0,1206,1206,0,0,slowHeaders
S1,370,0,964,964,0,0,slowHeaders
S1,370,0,1143,1143,0,0,slowHeaders
S1,370,0,377,377,0,0,slowHeaders
S1,370,0,1526,1526,0,0,slowHeaders
S1,370,0,1408,1408,0,0,slowHeaders
S1,370,0,1650,1650,0,0,slowHeaders
S1,370,0,2083,2083,0,0,slowHeaders
S1,370,0,284,284,0,0,slowHeaders
S1,370,0,744,744,0,0,slowHeaders
S1,370,0,261,261,0,0,slowHeaders
RSTO,1076,956,126,126,0,0,slowHeaders
S1,370,0,808,808,0,0,slowHeaders
S1,370,0,777,777,0,0,slowHeaders
S1,370,0,2025,2025,0,0,slowHeaders
S1,370,0,921,921,0,0,slowHeaders
S1,370,0,1872,1872,0,0,slowHeaders
RSTO,1114,953,986,986,0,0,slowHeaders
S1,370,0,1714,1714,0,0,slowHeaders
S2,2100,74,411,411,0,0,slowHeaders
S1,370,0,914,914,0,0,slowHeaders
S1,370,0,1427,1427,0,0,slowHeaders
S1,370,0,243,243,0,0,slowHeaders
S1,370,0,362,362,0,0,slowHeaders
RSTO,849,953,131,131,0,0,slowHeaders
S1,370,0,1675,1675,0,0,slowHeaders
S1,370,0,264,264,0,0,slowHeaders
RSTO,939,953,133,133,0,0,slowHeaders
S1,370,0,1881,1881,0,0,slowHeaders
S1,370,0,1765,1765,0,0,slowHeaders
S1,370,0,397,397,0,0,slowHeaders
S1,370,0,1864,1864,0,0,slowHeaders
S1,370,0,1793,1793,0,0,slowHeaders
S1,370,0,1378,1378,0,0,slowHeaders
S1,370,0,919,919,0,0,slowHeaders
S1,370,0,1471,1471,0,0,slowHeaders
S1,370,0,1699,1699,0,0,slowHeaders
S1,370,0,2732,2732,0,0,slowHeaders
S1,370,0,1967,1967,0,0,slowHeaders
S1,370,0,2726,2726,0,0,slowHeaders
S1,370,0,2107,2107,0,0,slowHeaders
S1,370,0,2010,2010,0,0,slowHeaders
RSTO,1022,953,183,183,0,0,slowHeaders
S1,296,0,723,723,0,0,slowHeaders
S1,370,0,1245,1245,0,0,slowHeaders
S1,370,0,1338,1338,0,0,slowHeaders
S1,370,0,1618,1618,0,0,slowHeaders
S1,370,0,1259,1259,0,0,slowHeaders
S1,370,0,1602,1602,0,0,slowHeaders
S1,370,0,1557,1557,0,0,slowHeaders
S1,370,0,1565,1565,0,0,slowHeaders
S1,370,0,659,659,0,0,slowHeaders
S1,370,0,922,922,0,0,slowHeaders
S1,370,0,462,462,0,0,slowHeaders
S1,370,0,1953,1953,0,0,slowHeaders
S1,370,0,1166,1166,0,0,slowHeaders
RSTO,934,1019,231,231,0,0,slowHeaders
S1,370,0,814,814,0,0,slowHeaders
S1,370,0,1887,1887,0,0,slowHeaders
S1,370,0,659,659,0,0,slowHeaders
RSTO,1038,890,42,42,0,0,slowHeaders
S1,370,0,2291,2291,0,0,slowHeaders
S1,370,0,737,737,0,0,slowHeaders
S1,370,0,738,738,0,0,slowHeaders
S1,370,0,1312,1312,0,0,slowHeaders
S1,370,0,1282,1282,0,0,slowHeaders
S1,370,0,1921,1921,0,0,slowHeaders
S1,370,0,1958,1958,0,0,slowHeaders
S1,370,0,2465,2465,0,0,slowHeaders
S1,370,0,2467,2467,0,0,slowHeaders
S1,370,0,1864,1864,0,0,slowHeaders
S1,370,0,958,958,0,0,slowHeaders
S1,370,0,2705,2705,0,0,slowHeaders
S1,370,0,684,684,0,0,slowHeaders
RSTO,504,74,597,597,0,0,slowHeaders
S1,370,0,1433,1433,0,0,slowHeaders
S1,370,0,748,748,0,0,slowHeaders
S1,370,0,2338,2338,0,0,slowHeaders
S1,370,0,1404,1404,0,0,slowHeaders
S1,370,0,1229,1229,0,0,slowHeaders
S1,370,0,1193,1193,0,0,slowHeaders
RSTO,1029,1022,77,77,0,0,slowHeaders
S1,370,0,1375,1375,0,0,slowHeaders
S1,370,0,1448,1448,0,0,slowHeaders
S1,370,0,2417,2417,0,0,slowHeaders
RSTO,949,953,42,42,0,0,slowHeaders
RSTO,1081,953,1001,1001,0,0,slowHeaders
S1,370,0,1199,1199,0,0,slowHeaders
S1,370,0,1695,1695,0,0,slowHeaders
S1,296,0,754,754,0,0,slowHeaders
RSTO,974,953,79,79,0,0,slowHeaders
S1,370,0,1890,1890,0,0,slowHeaders
S1,370,0,922,922,0,0,slowHeaders
S1,370,0,169,169,0,0,slowHeaders
S1,370,0,1121,1121,0,0,slowHeaders
S1,370,0,1103,1103,0,0,slowHeaders
S1,370,0,2200,2200,0,0,slowHeaders
RSTO,504,74,593,593,0,0,slowHeaders
S1,370,0,1156,1156,0,0,slowHeaders
S1,370,0,1138,1138,0,0,slowHeaders
S1,370,0,1895,1895,0,0,slowHeaders
S1,370,0,1216,1216,0,0,slowHeaders
S1,370,0,1604,1604,0,0,slowHeaders
RSTO,1020,953,308,308,0,0,slowHeaders
RSTO,1146,956,1237,1237,0,0,slowHeaders
RSTO,1018,953,111,111,0,0,slowHeaders
S1,370,0,1284,1284,0,0,slowHeaders
S1,370,0,1322,1322,0,0,slowHeaders
S1,370,0,2590,2590,0,0,slowHeaders
S1,370,0,1126,1126,0,0,slowHeaders
S1,370,0,825,825,0,0,slowHeaders
S1,370,0,1280,1280,0,0,slowHeaders
S1,370,0,782,782,0,0,slowHeaders
S1,370,0,583,583,0,0,slowHeaders
S1,370,0,1431,1431,0,0,slowHeaders
S1,370,0,2661,2661,0,0,slowHeaders
RSTO,1027,956,41,41,0,0,slowHeaders
S1,370,0,779,779,0,0,slowHeaders
S1,370,0,869,869,0,0,slowHeaders
S1,370,0,1490,1490,0,0,slowHeaders
S1,370,0,1723,1723,0,0,slowHeaders
S1,370,0,1221,1221,0,0,slowHeaders
S1,370,0,1102,1102,0,0,slowHeaders
S1,370,0,885,885,0,0,slowHeaders
S1,370,0,1878,1878,0,0,slowHeaders
RSTO,867,953,66,66,0,0,slowHeaders
S1,370,0,1208,1208,0,0,slowHeaders
S1,370,0,2519,2519,0,0,slowHeaders
S1,370,0,1401,1401,0,0,slowHeaders
RSTO,979,1019,409,409,0,0,slowHeaders
S1,370,0,1754,1754,0,0,slowHeaders
S1,296,0,588,588,0,0,slowHeaders
S1,370,0,852,852,0,0,slowHeaders
S1,370,0,2837,2837,0,0,slowHeaders
S1,370,0,355,355,0,0,slowHeaders
RSTO,965,953,104,104,0,0,slowHeaders
S1,370,0,947,947,0,0,slowHeaders
S1,370,0,1900,1900,0,0,slowHeaders
S1,370,0,660,660,0,0,slowHeaders
S1,370,0,565,565,0,0,slowHeaders
S1,370,0,2473,2473,0,0,slowHeaders
S1,370,0,1619,1619,0,0,slowHeaders
S1,370,0,2367,2367,0,0,slowHeaders
S1,370,0,895,895,0,0,slowHeaders
S1,370,0,789,789,0,0,slowHeaders
S1,370,0,1097,1097,0,0,slowHeaders
S1,370,0,1509,1509,0,0,slowHeaders
S1,370,0,1975,1975,0,0,slowHeaders
RSTO,945,953,129,129,0,0,slowHeaders
S1,370,0,878,878,0,0,slowHeaders
S1,370,0,1591,1591,0,0,slowHeaders
S1,370,0,377,377,0,0,slowHeaders
S1,370,0,3015,3015,0,0,slowHeaders
S1,370,0,520,520,0,0,slowHeaders
S1,370,0,2069,2069,0,0,slowHeaders
S1,296,0,777,777,0,0,slowHeaders
S1,370,0,754,754,0,0,slowHeaders
S1,370,0,1785,1785,0,0,slowHeaders
S1,370,0,1102,1102,0,0,slowHeaders
S1,370,0,1063,1063,0,0,slowHeaders
S1,370,0,433,433,0,0,slowHeaders
S1,370,0,308,308,0,0,slowHeaders
S1,370,0,549,549,0,0,slowHeaders
S1,370,0,2354,2354,0,0,slowHeaders
S1,370,0,790,790,0,0,slowHeaders
S1,370,0,532,532,0,0,slowHeaders
S1,370,0,210,210,0,0,slowHeaders
S1,370,0,582,582,0,0,slowHeaders
S1,370,0,1613,1613,0,0,slowHeaders
S1,370,0,1299,1299,0,0,slowHeaders
S1,370,0,461,461,0,0,slowHeaders
S1,370,0,690,690,0,0,slowHeaders
S1,370,0,1839,1839,0,0,slowHeaders
S1,370,0,858,858,0,0,slowHeaders
S1,370,0,787,787,0,0,slowHeaders
S1,370,0,2062,2062,0,0,slowHeaders
S1,370,0,1210,1210,0,0,slowHeaders
RSTO,905,953,238,238,0,0,slowHeaders
S1,370,0,450,450,0,0,slowHeaders
S1,370,0,253,253,0,0,slowHeaders
S1,370,0,293,293,0,0,slowHeaders
RSTO,1044,1022,155,155,0,0,slowHeaders
S1,370,0,1558,1558,0,0,slowHeaders
RSTO,939,887,54,54,0,0,slowHeaders
S1,370,0,341,341,0,0,slowHeaders
S1,370,0,1388,1388,0,0,slowHeaders
RSTO,978,1019,403,403,0,0,slowHeaders
S1,370,0,1906,1906,0,0,slowHeaders
S1,370,0,1486,1486,0,0,slowHeaders
RSTO,945,953,188,188,0,0,slowHeaders
S1,370,0,1395,1395,0,0,slowHeaders
S1,370,0,832,832,0,0,slowHeaders
S1,370,0,238,238,0,0,slowHeaders
S1,370,0,463,463,0,0,slowHeaders
RSTO,1145,953,964,964,0,0,slowHeaders
S1,370,0,679,679,0,0,slowHeaders
S1,370,0,549,549,0,0,slowHeaders
S1,370,0,1338,1338,0,0,slowHeaders
RSTO,913,887,129,129,0,0,slowHeaders
S1,370,0,1345,1345,0,0,slowHeaders
S1,370,0,1919,1919,0,0,slowHeaders
S1,370,0,2679,2679,0,0,slowHeaders
S1,370,0,364,364,0,0,slowHeaders
RSTO,912,953,146,146,0,0,slowHeaders
S1,370,0,1672,1672,0,0,slowHeaders
S1,370,0,984,984,0,0,slowHeaders
S1,370,0,1935,1935,0,0,slowHeaders
S1,370,0,325,325,0,0,slowHeaders
RSTO,955,1019,1899,1899,0,0,slowHeaders
S1,370,0,473,473,0,0,slowHeaders
S1,370,0,1966,1966,0,0,slowHeaders
S1,370,0,1744,1744,0,0,slowHeaders
RSTO,1000,953,64,64,0,0,slowHeaders
S1,370,0,2579,2579,0,0,slowHeaders
S1,370,0,904,904,0,0,slowHeaders
S1,370,0,675,675,0,0,slowHeaders
S1,370,0,2201,2201,0,0,slowHeaders
S1,370,0,1498,1498,0,0,slowHeaders
RSTO,908,953,156,156,0,0,slowHeaders
S1,370,0,1486,1486,0,0,slowHeaders
S1,370,0,720,720,0,0,slowHeaders
S1,370,0,463,463,0,0,slowHeaders
S1,370,0,557,557,0,0,slowHeaders
S1,370,0,1476,1476,0,0,slowHeaders
S1,370,0,513,513,0,0,slowHeaders
S1,370,0,2847,2847,0,0,slowHeaders
S1,370,0,1456,1456,0,0,slowHeaders
RSTO,936,953,94,94,0,0,slowHeaders
S1,370,0,454,454,0,0,slowHeaders
S1,370,0,1200,1200,0,0,slowHeaders
RSTO,982,953,15,15,0,0,slowHeaders
S1,370,0,1014,1014,0,0,slowHeaders
S1,370,0,1949,1949,0,0,slowHeaders
S1,370,0,839,839,0,0,slowHeaders
S1,370,0,2709,2709,0,0,slowHeaders
S1,370,0,1536,1536,0,0,slowHeaders
S1,370,0,978,978,0,0,slowHeaders
RSTO,955,953,15,15,0,0,slowHeaders
S1,370,0,697,697,0,0,slowHeaders
S1,370,0,539,539,0,0,slowHeaders
S1,370,0,369,369,0,0,slowHeaders
S1,370,0,211,211,0,0,slowHeaders
S1,370,0,1210,1210,0,0,slowHeaders
S1,370,0,357,357,0,0,slowHeaders
S1,370,0,1288,1288,0,0,slowHeaders
S1,370,0,1121,1121,0,0,slowHeaders
S1,370,0,373,373,0,0,slowHeaders
S1,370,0,1400,1400,0,0,slowHeaders
S1,370,0,385,385,0,0,slowHeaders
S1,370,0,104,104,0,0,slowHeaders
S1,370,0,900,900,0,0,slowHeaders
S1,370,0,355,355,0,0,slowHeaders
S1,370,0,1544,1544,0,0,slowHeaders
S1,370,0,2591,2591,0,0,slowHeaders
RSTO,1014,953,108,108,0,0,slowHeaders
S1,370,0,382,382,0,0,slowHeaders
RSTO,4691,833,286,286,0,0,slowHeaders
S1,370,0,1001,1001,0,0,slowHeaders
S1,370,0,1152,1152,0,0,slowHeaders
S1,370,0,1435,1435,0,0,slowHeaders
S1,370,0,1643,1643,0,0,slowHeaders
S1,370,0,1103,1103,0,0,slowHeaders
S1,370,0,341,341,0,0,slowHeaders
S1,370,0,575,575,0,0,slowHeaders
S1,370,0,1123,1123,0,0,slowHeaders
S1,370,0,1899,1899,0,0,slowHeaders
S1,370,0,174,174,0,0,slowHeaders
S1,370,0,1574,1574,0,0,slowHeaders
RSTO,4418,11980,802,802,0,0,slowHeaders
S1,370,0,804,804,0,0,slowHeaders
S1,370,0,1047,1047,0,0,slowHeaders
S1,370,0,525,525,0,0,slowHeaders
S1,370,0,1777,1777,0,0,slowHeaders
S1,370,0,684,684,0,0,slowHeaders
S1,370,0,609,609,0,0,slowHeaders
S1,370,0,1119,1119,0,0,slowHeaders
S1,370,0,125,125,0,0,slowHeaders
S1,370,0,1252,1252,0,0,slowHeaders
S1,370,0,1761,1761,0,0,slowHeaders
S1,370,0,1472,1472,0,0,slowHeaders
S1,370,0,1208,1208,0,0,slowHeaders
S1,370,0,346,346,0,0,slowHeaders
S1,370,0,1212,1212,0,0,slowHeaders
RSTO,927,953,124,124,0,0,slowHeaders
S1,370,0,1946,1946,0,0,slowHeaders
S1,370,0,790,790,0,0,slowHeaders
S1,370,0,583,583,0,0,slowHeaders
S1,370,0,596,596,0,0,slowHeaders
RSTO,838,953,57,57,0,0,slowHeaders
RSTO,926,1019,247,247,0,0,slowHeaders
RSTO,948,953,148,148,0,0,slowHeaders
RSTO,1106,956,81,81,0,0,slowHeaders
S1,370,0,1719,1719,0,0,slowHeaders
S1,370,0,1694,1694,0,0,slowHeaders
S1,370,0,273,273,0,0,slowHeaders
S1,370,0,268,268,0,0,slowHeaders
S1,370,0,945,945,0,0,slowHeaders
S1,370,0,2347,2347,0,0,slowHeaders
S1,370,0,1005,1005,0,0,slowHeaders
RSTO,872,953,88,88,0,0,slowHeaders
S1,370,0,1583,1583,0,0,slowHeaders
S1,370,0,890,890,0,0,slowHeaders
S1,370,0,1247,1247,0,0,slowHeaders
S1,370,0,1516,1516,0,0,slowHeaders
S1,370,0,41,41,0,0,slowHeaders
S1,370,0,41,41,0,0,slowHeaders
S1,370,0,356,356,0,0,slowHeaders
RSTO,865,953,199,199,0,0,slowHeaders
RSTO,1006,953,156,156,0,0,slowHeaders
RSTO,504,74,299,299,0,0,slowHeaders
RSTO,904,953,62,62,0,0,slowHeaders
RSTO,909,1019,218,218,0,0,slowHeaders
S1,370,0,544,544,0,0,slowHeaders
S1,370,0,1590,1590,0,0,slowHeaders
S1,370,0,1537,1537,0,0,slowHeaders
RSTO,934,953,174,174,0,0,slowHeaders
S1,370,0,2447,2447,0,0,slowHeaders
S1,370,0,2382,2382,0,0,slowHeaders
S1,370,0,678,678,0,0,slowHeaders
S1,370,0,402,402,0,0,slowHeaders
S1,370,0,1648,1648,0,0,slowHeaders
S1,370,0,827,827,0,0,slowHeaders
S1,370,0,1547,1547,0,0,slowHeaders
S1,370,0,2547,2547,0,0,slowHeaders
S1,370,0,330,330,0,0,slowHeaders
RSTO,1020,953,1195,1195,0,0,slowHeaders
S1,370,0,596,596,0,0,slowHeaders
S1,370,0,2134,2134,0,0,slowHeaders
S1,370,0,3127,3127,0,0,slowHeaders
S1,370,0,2128,2128,0,0,slowHeaders
S1,370,0,2853,2853,0,0,slowHeaders
S1,370,0,957,957,0,0,slowHeaders
S1,370,0,1733,1733,0,0,slowHeaders
RSTO,991,953,1716,1716,0,0,slowHeaders
S1,370,0,1294,1294,0,0,slowHeaders
S1,370,0,1882,1882,0,0,slowHeaders
S1,370,0,1126,1126,0,0,slowHeaders
S1,370,0,819,819,0,0,slowHeaders
S1,370,0,1561,1561,0,0,slowHeaders
S1,370,0,1204,1204,0,0,slowHeaders
S1,370,0,2845,2845,0,0,slowHeaders
S1,370,0,1514,1514,0,0,slowHeaders
S1,370,0,1334,1334,0,0,slowHeaders
S1,370,0,1411,1411,0,0,slowHeaders
S1,370,0,2164,2164,0,0,slowHeaders
S1,370,0,2164,2164,0,0,slowHeaders
S1,370,0,441,441,0,0,slowHeaders
RSTO,858,953,86,86,0,0,slowHeaders
S1,370,0,1421,1421,0,0,slowHeaders
S1,370,0,488,488,0,0,slowHeaders
S1,370,0,1128,1128,0,0,slowHeaders
S1,370,0,276,276,0,0,slowHeaders
RSTO,2971,11980,529,529,0,0,slowHeaders
S1,370,0,1032,1032,0,0,slowHeaders
S1,370,0,315,315,0,0,slowHeaders
S1,370,0,212,212,0,0,slowHeaders
S1,370,0,959,959,0,0,slowHeaders
S1,370,0,313,313,0,0,slowHeaders
S1,370,0,1310,1310,0,0,slowRead
RSTO,1298,1820,1001,1001,0,0,slowRead
S1,370,0,35,35,0,0,slowRead
S1,370,0,3975,3975,0,0,slowRead
RSTR,3692,128,2556,2556,0,0,slowRead
S1,370,0,3846,3846,0,0,slowRead
RSTR,2508,128,2452,2452,0,0,slowRead
RSTR,3692,128,2541,2541,0,0,slowRead
RSTO,2233,1424,1885,1885,0,0,slowRead
RSTO,1076,1820,75,75,0,0,slowRead
S1,370,0,2371,2371,0,0,slowRead
S1,370,0,1416,1416,0,0,slowRead
S1,370,0,1673,1673,0,0,slowRead
S1,370,0,2521,2521,0,0,slowRead
S1,370,0,1834,1834,0,0,slowRead
S1,370,0,1858,1858,0,0,slowRead
RSTO,1158,1754,475,475,0,0,slowRead
S1,370,0,1806,1806,0,0,slowRead
S1,370,0,3268,3268,0,0,slowRead
RSTO,907,1820,189,189,0,0,slowRead
S1,370,0,903,903,0,0,slowRead
S1,370,0,446,446,0,0,slowRead
RSTO,1142,1886,139,139,0,0,slowRead
RSTO,994,1886,27,27,0,0,slowRead
S1,370,0,1436,1436,0,0,slowRead
RSTO,1076,1820,45,45,0,0,slowRead
S1,370,0,1795,1795,0,0,slowRead
RSTO,1992,1556,349,349,0,0,slowRead
RSTO,3082,1424,1262,1262,0,0,slowRead
RSTO,1254,1820,291,291,0,0,slowRead
RSTR,3766,128,1040,1040,0,0,slowRead
RSTO,2454,1424,615,615,0,0,slowRead
RSTO,2307,1424,607,607,0,0,slowRead
RSTO,1254,1820,240,240,0,0,slowRead
RSTO,4220,1502,421,421,0,0,slowRead
RSTO,3832,1424,753,753,0,0,slowRead
S1,370,0,1398,1398,0,0,slowRead
RSTO,2307,1424,561,561,0,0,slowRead
S1,370,0,3352,3352,0,0,slowRead
S1,370,0,3470,3470,0,0,slowRead
RSTO,1992,1556,333,333,0,0,slowRead
S1,370,0,1557,1557,0,0,slowRead
S1,370,0,1699,1699,0,0,slowRead
RSTO,981,1820,856,856,0,0,slowRead
RSTO,1210,1820,343,343,0,0,slowRead
RSTO,1210,1820,267,267,0,0,slowRead
S1,370,0,1589,1589,0,0,slowRead
RSTO,1142,1886,157,157,0,0,slowRead
RSTO,928,1820,170,170,0,0,slowRead
S1,370,0,1923,1923,0,0,slowRead
S1,370,0,1711,1711,0,0,slowRead
RSTO,1098,1886,39,39,0,0,slowRead
RSTO,1298,1820,1013,1013,0,0,slowRead
S1,370,0,2274,2274,0,0,slowRead
S1,370,0,932,932,0,0,slowRead
RSTO,3886,1424,741,741,0,0,slowRead
RSTO,2648,1424,420,420,0,0,slowRead
S1,370,0,2492,2492,0,0,slowRead
S1,370,0,523,523,0,0,slowRead
S1,370,0,1528,1528,0,0,slowRead
RSTR,2322,128,1808,1808,0,0,slowRead
S1,370,0,3273,3273,0,0,slowRead
S1,370,0,728,728,0,0,slowRead
S1,370,0,1409,1409,0,0,slowRead
RSTR,3358,128,2042,2042,0,0,slowRead
RSTO,1137,1754,237,237,0,0,slowRead
S1,370,0,1929,1929,0,0,slowRead
S1,370,0,1710,1710,0,0,slowRead
S1,370,0,1819,1819,0,0,slowRead
RSTR,3358,128,772,772,0,0,slowRead
S1,370,0,400,400,0,0,slowRead
S1,370,0,3993,3993,0,0,slowRead
S1,370,0,1456,1456,0,0,slowRead
RSTO,3602,1424,81,81,0,0,slowRead
RSTO,1182,11980,404,404,0,0,slowRead
RSTR,2582,128,532,532,0,0,slowRead
RSTR,3358,128,2341,2341,0,0,slowRead
S1,370,0,892,892,0,0,slowRead
S1,370,0,3476,3476,0,0,slowRead
S1,370,0,615,615,0,0,slowRead
S1,370,0,380,380,0,0,slowRead
RSTO,1129,1820,262,262,0,0,slowRead
RSTR,3358,128,1924,1924,0,0,slowRead
S1,370,0,1106,1106,0,0,slowRead
S1,370,0,966,966,0,0,slowRead
S1,370,0,578,578,0,0,slowRead
S1,370,0,919,919,0,0,slowRead
S1,370,0,1418,1418,0,0,slowRead
SF,3248,12046,1,1,0,0,slowRead
RSTO,4220,1502,417,417,0,0,slowRead
RSTO,973,1886,102,102,0,0,slowRead
S1,370,0,1002,1002,0,0,slowRead
RSTO,2512,1556,351,351,0,0,slowRead
S1,370,0,1737,1737,0,0,slowRead
S1,370,0,997,997,0,0,slowRead
RSTO,1129,1754,1969,1969,0,0,slowRead
RSTO,907,1820,212,212,0,0,slowRead
S1,370,0,3439,3439,0,0,slowRead
RSTR,3766,128,1158,1158,0,0,slowRead
S1,370,0,1427,1427,0,0,slowRead
S1,370,0,1754,1754,0,0,slowRead
S1,370,0,2186,2186,0,0,slowRead
S1,370,0,356,356,0,0,slowRead
S1,370,0,1976,1976,0,0,slowRead
S1,370,0,1472,1472,0,0,slowRead
RSTR,3692,128,2468,2468,0,0,slowRead
S1,370,0,3851,3851,0,0,slowRead
S1,370,0,3099,3099,0,0,slowRead
S1,370,0,788,788,0,0,slowRead
RSTO,4220,1502,397,397,0,0,slowRead
S1,370,0,2416,2416,0,0,slowRead
S1,370,0,1733,1733,0,0,slowRead
S1,370,0,1245,1245,0,0,slowRead
RSTO,1142,1886,105,105,0,0,slowRead
S1,370,0,1548,1548,0,0,slowRead
RSTO,2307,1424,473,473,0,0,slowRead
SF,1914,12046,1,1,0,0,slowRead
S1,370,0,683,683,0,0,slowRead
RSTO,907,1820,182,182,0,0,slowRead
S1,370,0,1532,1532,0,0,slowRead
SF,2024,12046,1,1,0,0,slowRead
RSTO,1850,1622,307,307,0,0,slowRead
S1,370,0,828,828,0,0,slowRead
S1,370,0,1230,1230,0,0,slowRead
RSTO,3082,1424,1605,1605,0,0,slowRead
S1,370,0,1645,1645,0,0,slowRead
RSTO,1137,1754,450,450,0,0,slowRead
RSTO,1158,1688,735,735,0,0,slowRead
RSTO,1158,1754,499,499,0,0,slowRead
S1,370,0,1808,1808,0,0,slowRead
RSTO,973,1886,126,126,0,0,slowRead
S1,370,0,1989,1989,0,0,slowRead
RSTO,907,1820,191,191,0,0,slowRead
RSTR,2508,128,1205,1205,0,0,slowRead
S1,370,0,3142,3142,0,0,slowRead
S1,370,0,1012,1012,0,0,slowRead
RSTO,1158,1754,442,442,0,0,slowRead
RSTO,1002,1820,1077,1077,0,0,slowRead
S1,370,0,868,868,0,0,slowRead
S1,370,0,500,500,0,0,slowRead
RSTO,973,1886,88,88,0,0,slowRead
S1,370,0,3343,3343,0,0,slowRead
S1,370,0,673,673,0,0,slowRead
S1,370,0,3573,3573,0,0,slowRead
RSTO,3898,1424,493,493,0,0,slowRead
S1,370,0,1582,1582,0,0,slowRead
