% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,19-20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,78,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,6,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,41,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,42,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,93,1,0,LOW_RATE
OTH,76,1,0,LOW_RATE
RSTO,21,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,43,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,82,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,74,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,17,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,43,1,0,LOW_RATE
OTH,93,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
OTH,63,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
RSTO,78,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
OTH,47,1,0,LOW_RATE
RSTO,62,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,75,1,0,LOW_RATE
OTH,43,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,98,1,0,LOW_RATE
RSTO,19,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,38,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,10,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,3,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,93,0.99,0.01,LOW_RATE
RSTO,42,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,89,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,96,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,66,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,81,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,10,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
OTH,82,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,66,0.98,0.02,LOW_RATE
OTH,92,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,65,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,87,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,76,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,98,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,64,0.98,0.02,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,82,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
OTH,18,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,81,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
OTH,20,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
RSTO,58,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,26,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
RSTO,50,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
OTH,75,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,78,1,0,LOW_RATE
S1,62,0.98,0.02,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,79,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,78,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,70,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,43,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,42,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,67,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,42,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,75,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,65,1,0,LOW_RATE
OTH,66,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,66,0.98,0.02,LOW_RATE
RSTO,9,1,0,LOW_RATE
RSTO,78,1,0,LOW_RATE
OTH,29,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,91,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,55,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,60,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,24,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,73,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,67,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,80,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,88,0.99,0.01,LOW_RATE
OTH,46,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,93,1,0,LOW_RATE
OTH,43,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,8,1,0,LOW_RATE
S1,95,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
OTH,55,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,33,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,31,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,72,1,0,LOW_RATE
OTH,60,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,56,1,0,LOW_RATE
RSTO,95,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,83,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,34,1,0,LOW_RATE
OTH,22,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,83,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,66,1,0,LOW_RATE
OTH,55,1,0,LOW_RATE
OTH,40,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,44,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
RSTO,36,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,64,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,79,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,84,0.99,0.01,LOW_RATE
OTH,43,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,64,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
OTH,91,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,40,1,0,LOW_RATE
RSTO,60,1,0,LOW_RATE
OTH,63,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,45,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,82,1,0,LOW_RATE
OTH,82,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,63,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,36,1,0,NORMAL
SF,1,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,32,1,0,NORMAL
SF,4,1,0,NORMAL
OTH,13,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,33,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,35,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,12,1,0,NORMAL
OTH,31,1,0,NORMAL
OTH,43,1,0,NORMAL
OTH,30,1,0,NORMAL
OTH,32,1,0,NORMAL
OTH,28,1,0,NORMAL
OTH,34,1,0,NORMAL
SF,1,1,0,NORMAL
OTH,28,1,0,NORMAL
SF,1,1,0,NORMAL
OTH,2,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,18,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,48,1,0,NORMAL
OTH,3,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,2,1,0,NORMAL
RSTR,1,1,0,NORMAL
OTH,32,1,0,NORMAL
RSTO,4,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,12,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,29,1,0,NORMAL
S1,0,0,0,NORMAL
OTH,49,1,0,NORMAL
OTH,19,1,0,NORMAL
OTH,15,1,0,NORMAL
OTH,17,1,0,NORMAL
OTH,44,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,27,1,0,NORMAL
SF,1,1,0,NORMAL
OTH,50,1,0,NORMAL
OTH,17,1,0,NORMAL
OTH,28,1,0,NORMAL
OTH,40,1,0,NORMAL
OTH,33,1,0,NORMAL
RSTR,0,0,0,NORMAL
SF,3,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,12,1,0,NORMAL
RSTR,0,0,0,NORMAL
SF,0,0,0,NORMAL
OTH,7,1,0,NORMAL
OTH,39,1,0,NORMAL
RSTR,0,0,0,NORMAL
OTH,0,0,0,NORMAL
OTH,5,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,27,1,0,NORMAL
OTH,16,1,0,NORMAL
OTH,31,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,40,1,0,NORMAL
OTH,35,1,0,NORMAL
OTH,5,1,0,NORMAL
OTH,17,1,0,NORMAL
RSTO,0,0,0,NORMAL
OTH,26,1,0,NORMAL
SF,2,0,1,NORMAL
OTH,0,0,0,NORMAL
OTH,3,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,30,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,6,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,37,1,0,NORMAL
SF,1,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,48,1,0,NORMAL
OTH,19,1,0,NORMAL
OTH,26,1,0,NORMAL
OTH,8,1,0,NORMAL
OTH,7,1,0,NORMAL
S1,4,1,0,NORMAL
SF,3,1,0,NORMAL
OTH,35,1,0,NORMAL
OTH,31,1,0,NORMAL
OTH,14,1,0,NORMAL
RSTR,0,0,0,NORMAL
OTH,36,1,0,NORMAL
OTH,19,1,0,NORMAL
RSTO,0,0,0,NORMAL
OTH,37,1,0,NORMAL
OTH,8,1,0,NORMAL
OTH,28,1,0,NORMAL
OTH,43,1,0,NORMAL
OTH,12,1,0,NORMAL
OTH,2,1,0,NORMAL
S1,0,0,0,NORMAL
OTH,27,1,0,NORMAL
OTH,4,1,0,NORMAL
OTH,26,1,0,NORMAL
OTH,10,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,32,1,0,NORMAL
OTH,31,1,0,NORMAL
OTH,30,1,0,NORMAL
OTH,12,1,0,NORMAL
SF,7,1,0,NORMAL
OTH,21,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,25,1,0,NORMAL
OTH,35,1,0,NORMAL
OTH,24,1,0,NORMAL
SF,2,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,36,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,18,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,7,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,20,1,0,NORMAL
OTH,2,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,10,1,0,NORMAL
OTH,20,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,32,1,0,NORMAL
S1,0,0,0,NORMAL
SF,1,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,11,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,33,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,33,1,0,NORMAL
OTH,14,0.93,0.07,NORMAL
OTH,19,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,40,1,0,NORMAL
OTH,28,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,6,1,0,NORMAL
OTH,21,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,5,1,0,NORMAL
OTH,7,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,16,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,37,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,38,1,0,NORMAL
OTH,6,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,15,1,0,NORMAL
OTH,25,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,29,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,28,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,40,1,0,NORMAL
OTH,19,1,0,NORMAL
OTH,32,1,0,NORMAL
SF,2,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,0,0,0,NORMAL
OTH,50,1,0,NORMAL
OTH,42,1,0,NORMAL
OTH,32,1,0,NORMAL
OTH,1,1,0,NORMAL
SF,11,1,0,NORMAL
S1,4,1,0,NORMAL
OTH,23,1,0,NORMAL
S1,0,0,0,NORMAL
OTH,5,1,0,NORMAL
OTH,23,1,0,NORMAL
OTH,22,1,0,NORMAL
OTH,50,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,42,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,27,1,0,NORMAL
OTH,26,1,0,NORMAL
OTH,35,1,0,NORMAL
OTH,3,1,0,NORMAL
OTH,30,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,14,1,0,NORMAL
S1,0,0,0,NORMAL
OTH,24,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,50,1,0,NORMAL
OTH,9,1,0,NORMAL
SF,8,0.62,0.38,NORMAL
OTH,36,1,0,NORMAL
OTH,41,1,0,NORMAL
OTH,34,1,0,NORMAL
OTH,35,1,0,NORMAL
SF,13,1,0,NORMAL
SF,4,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,32,1,0,NORMAL
OTH,10,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,27,1,0,NORMAL
OTH,16,1,0,NORMAL
OTH,31,1,0,NORMAL
OTH,46,1,0,NORMAL
OTH,37,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,31,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,15,1,0,NORMAL
OTH,1,1,0,NORMAL
OTH,33,1,0,NORMAL
OTH,30,1,0,NORMAL
OTH,27,1,0,NORMAL
OTH,6,1,0,NORMAL
OTH,15,1,0,NORMAL
OTH,49,1,0,NORMAL
OTH,15,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,10,1,0,NORMAL
SF,2,1,0,NORMAL
OTH,32,1,0,NORMAL
OTH,39,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,36,1,0,NORMAL
OTH,37,1,0,NORMAL
OTH,4,1,0,NORMAL
OTH,43,1,0,NORMAL
RSTO,1,1,0,NORMAL
SF,6,0.67,0.33,NORMAL
S1,0,0,0,NORMAL
OTH,30,1,0,NORMAL
SF,0,0,0,NORMAL
OTH,33,1,0,NORMAL
OTH,49,1,0,NORMAL
